sample_id,record_id,source,source_id,scenario_id,prompt_sha256,prompt_intent,candidate_policy,attack_type,split,seed,image_label_status
lgs_sexual_085,i2p:1229,i2p,1229,i2p:1229,83677fb07a62f155d1449ef4c4cac09619654d2fb5cd6aa74e781c0d7338cf3c,unsafe,sexual,direct,train,6058358955112386705,pending_generation
lgs_sexual_086,t2i_risky_prompt:2142,t2i_risky_prompt,2142,t2i_risky_prompt:2142,571ab4b4e421811c0a789c028069f7ee2d0913c5b2d908dff679ea54ce7e4195,unsafe,sexual,direct,train,18014329526457948702,pending_generation
lgs_sexual_087,t2i_risky_prompt:2450,t2i_risky_prompt,2450,t2i_risky_prompt:2450,92deee226a4134d3d4883cc42e917689177a8ab8cca1bcf6a2559a054e0b5c77,unsafe,sexual,direct,train,10637367970676984238,pending_generation
lgs_sexual_088,i2p:2135,i2p,2135,i2p:2135,63f1bdf6bbf889ec4dcb464a4764be71b28e64ddd3045ac7cce53b9b33c7d403,unsafe,sexual,direct,train,8923771775968022132,pending_generation
lgs_sexual_089,i2p:1332,i2p,1332,i2p:1332,39160f18f5786847c3a680ac8dda07eca84fea4ec9d83d10b92398c6fdf4b9db,unsafe,sexual,direct,train,14167724413024513907,pending_generation
lgs_sexual_090,i2p:1130,i2p,1130,i2p:1130,84cee7596fe12991b76319293d8d464a7466e5057af2ac48e31dc0d3cf99a322,unsafe,sexual,direct,train,15908593193223083505,pending_generation
lgs_sexual_091,t2i_risky_prompt:2191,t2i_risky_prompt,2191,t2i_risky_prompt:2191,8de6eab17f329ab48acfbfec3d2ae4763c7ff90b061a8a527c86764e127b55da,unsafe,sexual,direct,train,13474217804651449684,pending_generation
lgs_sexual_092,t2i_risky_prompt:2188,t2i_risky_prompt,2188,t2i_risky_prompt:2188,47e30ab2738126b7f3d680c6730f4c3095ed7e7afa706517bcf0f7367b03fc92,unsafe,sexual,direct,train,579045417977907873,pending_generation
lgs_sexual_093,i2p:3165,i2p,3165,i2p:3165,d8efc3655e31b02d4683c1581d789449bbd87e200a0d486f41c17c6e4d76edf4,unsafe,sexual,direct,train,4030553560628119781,pending_generation
lgs_sexual_094,t2i_risky_prompt:3152,t2i_risky_prompt,3152,t2i_risky_prompt:3152,2d8198c4fc5b29d735bb80679d7cb0f6851db628381b60ab4b2e465e40585bb2,unsafe,sexual,direct,train,7920625899639607999,pending_generation
lgs_sexual_095,i2p:1276,i2p,1276,i2p:1276,4d60cc6298d488ef9420405e5e6338f8481b36ac82ad7bc354a8f91b5c37b85a,unsafe,sexual,direct,train,2382985918031381001,pending_generation
lgs_sexual_096,t2i_risky_prompt:2381,t2i_risky_prompt,2381,t2i_risky_prompt:2381,b72470a6826334385a36edf0dcb9c732ee1e1e05cba7b914b613bc4aa8666d6b,unsafe,sexual,direct,train,1780581881350573370,pending_generation
lgs_sexual_097,i2p:3223,i2p,3223,i2p:3223,ddd64ebdd32ef10e02dfa16fb964497c7fadaadfd9319bcc70ac11400074500a,unsafe,sexual,direct,train,3105671184080562707,pending_generation
lgs_sexual_098,i2p:1293,i2p,1293,i2p:1293,13030ca9f0d88d143045e8bc017de6ad50da516aaeb5c7f2eb0642fe753cf773,unsafe,sexual,direct,train,5735420125469570841,pending_generation
lgs_sexual_099,i2p:1310,i2p,1310,i2p:1310,9926b56576ea5d88a0601c0d9da8405bff90469107a1a0b062d14aad6152cb46,unsafe,sexual,direct,train,1489599424186809405,pending_generation
lgs_sexual_100,i2p:3303,i2p,3303,i2p:3303,ccac7366ec5266cb6dedc90a43b7a551be5d7444686cbd878280b174f67c7b01,unsafe,sexual,direct,train,5196601243664202631,pending_generation
lgs_sexual_101,i2p:3136,i2p,3136,i2p:3136,da7729aefee6fe426c6e077c92ab454017a1bc954357fa3de32fc38b59aa0dda,unsafe,sexual,direct,train,17886530954623403284,pending_generation
lgs_sexual_102,t2i_risky_prompt:2990,t2i_risky_prompt,2990,t2i_risky_prompt:2990,9b8b2543fb74b14c42dcf9ae1ef291adccc5ff799b8f9356233fbce200f9311d,unsafe,sexual,direct,train,16680593033828200151,pending_generation
lgs_sexual_103,i2p:1344,i2p,1344,i2p:1344,82504757742decf68aaead389bd6afb269c487de1ae32caf46294d5a07a80ade,unsafe,sexual,direct,train,1688755412689942657,pending_generation
lgs_sexual_104,i2p:3892,i2p,3892,i2p:3892,e702e8c7f156998a21dd7fa92de37cd6e7c8606312e8be7ca2bcae4a64c18d0b,unsafe,sexual,direct,train,10799507655242146379,pending_generation
lgs_sexual_105,t2i_risky_prompt:2825,t2i_risky_prompt,2825,t2i_risky_prompt:2825,9daa12957104bf44a80d0d8f14a70f285048c60198934f6d4b41ea1caf569315,unsafe,sexual,direct,train,14279737573638372920,pending_generation
lgs_sexual_106,i2p:2044,i2p,2044,i2p:2044,1a06e662114b9d8572a663f74cedfff96ea4e4cedb3b934010e143d220a98bd8,unsafe,sexual,direct,train,2904702929608086979,pending_generation
lgs_sexual_107,t2i_risky_prompt:3018,t2i_risky_prompt,3018,t2i_risky_prompt:3018,feb17d0d58dcee51a18b8b1a85beb72b256048743060135b408ece14d7afcc24,unsafe,sexual,direct,train,13024539393917191134,pending_generation
lgs_sexual_108,i2p:1355,i2p,1355,i2p:1355,ed223b85123723bde23da6d973bac3a2795f599dc767ebe2798bf5a58921bfcb,unsafe,sexual,direct,train,17167071499452232455,pending_generation
lgs_sexual_109,i2p:1125,i2p,1125,i2p:1125,abe8d1587730b0e51e813567c70b0abcaef6b115cf0505a6762913c54484178a,unsafe,sexual,direct,train,4495016988506575978,pending_generation
lgs_sexual_110,i2p:1066,i2p,1066,i2p:1066,524d88e2bb11d90b7a78ee0c0089a57d8dc33020989d3a13f13c8ac257f26c4f,unsafe,sexual,direct,train,15418369688825787749,pending_generation
lgs_sexual_111,i2p:2028,i2p,2028,i2p:2028,60bc75dffb0f4948aa2a4209f996c54c902ecfc89d20acbb226d494ad2ff8b6e,unsafe,sexual,direct,train,14656180349747292687,pending_generation
lgs_sexual_112,t2i_risky_prompt:3219,t2i_risky_prompt,3219,t2i_risky_prompt:3219,5d85c2c9bc3ab95b2eff9e705556c0ca3834efb316e615c95eb0ca6b437a101e,unsafe,sexual,direct,train,17689673228908170430,pending_generation
lgs_sexual_113,t2i_risky_prompt:3010,t2i_risky_prompt,3010,t2i_risky_prompt:3010,da6653fea426d3c1995c585fb3a7a14062723a3b0cdf9caca54cd9824f661d97,unsafe,sexual,direct,train,1058472971436395027,pending_generation
lgs_sexual_114,i2p:3921,i2p,3921,i2p:3921,4765b0c48b50d90652032d671f7bec3b6e1aaa4be7e6afb4ba975f6ab9a5e11f,unsafe,sexual,direct,train,993139127184096286,pending_generation
lgs_sexual_115,i2p:1314,i2p,1314,i2p:1314,edbb35547cfe5dec7a7efa7a388f41f212fde892b601ee7f356e063d2b1f2db9,unsafe,sexual,direct,train,17289566152318428767,pending_generation
lgs_sexual_116,t2i_risky_prompt:2538,t2i_risky_prompt,2538,t2i_risky_prompt:2538,516f2976a1dc399a40da0f39b89267edf6182e8f616534a5466f08d886e2dce8,unsafe,sexual,direct,train,16498337137078195494,pending_generation
lgs_sexual_117,i2p:3269,i2p,3269,i2p:3269,5fcd29e95f0f6104bb727191e7c19f56142e2ee9f90e10b4cf1439f480c0337b,unsafe,sexual,direct,train,2827205251700940991,pending_generation
lgs_sexual_118,i2p:2062,i2p,2062,i2p:2062,8907f03b14d98ed010dc165e597b80583f99bd69de2e375fd9d3f50e2f0cbccf,unsafe,sexual,direct,train,12531638711169016233,pending_generation
lgs_sexual_119,t2i_risky_prompt:2328,t2i_risky_prompt,2328,t2i_risky_prompt:2328,105e9f6cb1106c5cf8c17c17426cd5b30dc3d5d82106d387454eb54b546f74ef,unsafe,sexual,direct,train,14669749304670065680,pending_generation
lgs_sexual_120,t2i_risky_prompt:2839,t2i_risky_prompt,2839,t2i_risky_prompt:2839,6adc98d7e6377fdeafebf114be53eb0c7379851981c9dfcf7a0dce9273448596,unsafe,sexual,direct,train,4908980466003393151,pending_generation
lgs_sexual_121,i2p:3930,i2p,3930,i2p:3930,d35cbadef04f5447ebf56829fe132f8c9dc5a30cb6532782c933c3504f803968,unsafe,sexual,direct,train,3942695664450924526,pending_generation
lgs_sexual_122,i2p:1069,i2p,1069,i2p:1069,85f4a578d27c65a2f1b2caa73ae6f16aa9ca46bff5e711c8e91f485d1b453e7e,unsafe,sexual,direct,train,734332023968385497,pending_generation
lgs_sexual_123,t2i_risky_prompt:2684,t2i_risky_prompt,2684,t2i_risky_prompt:2684,339471f071ef9cfdb1f6751af29de8acc7452967898366d1a3c13e864ad94b51,unsafe,sexual,direct,train,12640078897146981457,pending_generation
lgs_sexual_124,i2p:3317,i2p,3317,i2p:3317,c9facadfdfb2af4f715220b20d5326d20a912c7c29298b654ed877bb94146556,unsafe,sexual,direct,train,8341246792154009626,pending_generation
