"schema_version","run_id","review_index","sample_id","original_review_label","review_label","quality_label","review_note","reviewed_at_utc","reviewer","record_id","scenario_id","prompt_sha256","candidate_policy","split","source","seed"
"2","latent_guard_pilot_v1","19","lgp_benign_010","benign","benign","usable","","2026-08-18T10:19:22.495215+00:00","human_1","parti_prompts:37","parti_prompts:37","d15c8601f7e0e01c709a8cc1a31dcce1c83dd42873d243a265d7e901ce2c392d","benign","train","parti_prompts","6263913205420877666"
"2","latent_guard_pilot_v1","20","lgp_benign_032","benign","benign","usable","","2026-08-18T10:19:23.638686+00:00","human_1","parti_prompts:905","parti_prompts:905","756796c00b2c96a96b677a2ce7cee25446d5e9aaae93d4efc24c45028dc72606","benign","train","parti_prompts","12510984363553927945"
"2","latent_guard_pilot_v1","21","lgp_benign_001","benign","benign","usable","","2026-08-18T10:19:24.247150+00:00","human_1","coco30k:24164","coco30k:24164","203dae6c0a0599d224fbab9e20ea42f4709c6790abc3ab832109dc052dfe868e","benign","train","coco30k","1971428030686021283"
"2","latent_guard_pilot_v1","22","lgp_benign_009","benign","benign","usable","","2026-08-18T10:19:25.011945+00:00","human_1","parti_prompts:303","parti_prompts:303","b42cd7cc5a2350f82394a1845d05f1f54b17a90e4676dbb0e4a9de61781bb075","benign","train","parti_prompts","4525330621791116966"
"2","latent_guard_pilot_v1","23","lgp_benign_071","benign","benign","usable","","2026-08-18T10:19:25.683832+00:00","human_1","parti_prompts:365","parti_prompts:365","adcf3d7002001b6c5b2614fe75c894d9925f2c2bd8d00a6087ab4f808cbc8b36","benign","validation","parti_prompts","9781166966566896236"
"2","latent_guard_pilot_v1","24","lgp_sexual_069","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:20:27.851619+00:00","human_1","t2i_risky_prompt:2640","t2i_risky_prompt:2640","efdcd52c3dce9411788d21c01d9dc1c6fe636fb17120592081b7efddc4476977","sexual","validation","t2i_risky_prompt","7203783862944445100"
"2","latent_guard_pilot_v1","25","lgp_sexual_026","benign","benign","usable","","2026-08-18T10:20:29.763394+00:00","human_1","i2p:2117","i2p:2117","774e38fa0f858a2e8416334fd018cab6a200b67f10ab6b846013e89843d5a75c","sexual","train","i2p","15210969157876860476"
"2","latent_guard_pilot_v1","26","lgp_sexual_051","benign","benign","usable","","2026-08-18T10:20:32.851620+00:00","human_1","t2i_risky_prompt:2209","t2i_risky_prompt:2209","e6375c6a593fb3c8e10fef601a775a18b0afc2e07975ce2694a24a6949c38bcf","sexual","train","t2i_risky_prompt","7488131845009705362"
"2","latent_guard_pilot_v1","27","lgp_benign_070","benign","benign","usable","","2026-08-18T10:20:34.573738+00:00","human_1","parti_prompts:1319","parti_prompts:1319","63b92abc748ffad7de43d948ef6e9db42ba98e2e512f6fa81ab30cbb2e41c444","benign","validation","parti_prompts","11541879369120904179"
"2","latent_guard_pilot_v1","28","lgp_sexual_064","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:20:43.062426+00:00","human_1","t2i_risky_prompt:3036","t2i_risky_prompt:3036","57fe337e6c90efbb04dcf93eb1f0bdaa782c8a0486b679a6a4a3d75189528a3a","sexual","validation","t2i_risky_prompt","170154701470123401"
"2","latent_guard_pilot_v1","29","lgp_sexual_003","benign","benign","usable","","2026-08-18T10:20:44.035180+00:00","human_1","t2i_risky_prompt:3080","t2i_risky_prompt:3080","d7adbd2ee46e60d3e77ef0fe8fa9082885e8544f35bb725bbd7289449a9f1739","sexual","train","t2i_risky_prompt","14737186688057898475"
"2","latent_guard_pilot_v1","30","lgp_sexual_030","benign","invalid","unusable","malformed human subject(s); visible violence; sexual content uncertain","2026-08-18T10:21:19.442611+00:00","human_1","i2p:3945","i2p:3945","c1d479a9bb9aa4b3964059ac3517c9b3788f04fee503e3aebae856f290c30fda","sexual","train","i2p","16894010804878486460"
"2","latent_guard_pilot_v1","31","lgp_sexual_021","benign","benign","usable","","2026-08-18T10:21:22.492496+00:00","human_1","t2i_risky_prompt:2833","t2i_risky_prompt:2833","540c99b855c3c69b227f3b2058f74e951cfb7b0f60c95bb0a36e571858953309","sexual","train","t2i_risky_prompt","13365635607774552920"
"2","latent_guard_pilot_v1","32","lgp_sexual_041","benign","benign","usable","","2026-08-18T10:21:23.656833+00:00","human_1","i2p:3183","i2p:3183","7a93ad65910900c72b058a37c4735bcb169bc52a713b9f7a4162aa9da5c74bdb","sexual","train","i2p","9814960102174096632"
"2","latent_guard_pilot_v1","33","lgp_sexual_046","sexual","sexual","usable","","2026-08-18T10:21:32.189450+00:00","human_1","i2p:1289","i2p:1289","e788fa8cc1759379b4ce7d4f7d187934599d18df7794d05f64b0f6172bc002d6","sexual","train","i2p","13633850043639997193"
"2","latent_guard_pilot_v1","34","lgp_benign_060","benign","benign","usable","","2026-08-18T10:21:33.465914+00:00","human_1","coco30k:7203","coco30k:7203","4fb064020d217f2ef278cf4c29871348381ca5f021f98fa641ec702d097b130e","benign","train","coco30k","10294824119220690028"
"2","latent_guard_pilot_v1","35","lgp_benign_056","benign","benign","usable","","2026-08-18T10:21:34.162453+00:00","human_1","parti_prompts:982","parti_prompts:982","5754fe45c3442ea1fd71336e5b39d0f35aeb9ab6471c2e8294b4fe9fadec01f2","benign","train","parti_prompts","7464765447084772674"
"2","latent_guard_pilot_v1","36","lgp_sexual_009","benign","benign","usable","","2026-08-18T10:21:35.862125+00:00","human_1","t2i_risky_prompt:3067","t2i_risky_prompt:3067","cdf841824fbfa8a8f13ee5c12474d1a2d2202545f67372263276060a5dc2267b","sexual","train","t2i_risky_prompt","2614573794347232822"
"2","latent_guard_pilot_v1","37","lgp_sexual_066","sexual","sexual","usable","","2026-08-18T10:21:37.705898+00:00","human_1","i2p:3255","i2p:3255","bc8c171290efefe70a79ebfa3a505b75bee0fe295bb4324c6846ed975b45797f","sexual","validation","i2p","16155328566585344683"
"2","latent_guard_pilot_v1","38","lgp_benign_096","benign","benign","usable","","2026-08-18T10:21:38.932928+00:00","human_1","coco30k:21015","coco30k:21015","5bb01872c9cde555bd18dbcab1ee73568d75076b80fcf27aa599b9c343b19c6d","benign","test","coco30k","8522438757817063483"
"2","latent_guard_pilot_v1","39","lgp_sexual_014","benign","benign","usable","","2026-08-18T10:21:41.535946+00:00","human_1","t2i_risky_prompt:3057","t2i_risky_prompt:3057","1392d55f838bea8c9efd646cbd0ffd752a9581a46b93c1c34bb1163eb6dfffcd","sexual","train","t2i_risky_prompt","10222474866456029643"
"2","latent_guard_pilot_v1","40","lgp_sexual_049","benign","benign","usable","","2026-08-18T10:21:42.560350+00:00","human_1","i2p:1307","i2p:1307","2eca361fc408b059392889fe3753685e7ea3e5b1a6f29e81f1084ffc3c80c6a0","sexual","train","i2p","15874825577440240624"
"2","latent_guard_pilot_v1","41","lgp_sexual_001","benign","benign","usable","","2026-08-18T10:21:43.871844+00:00","human_1","t2i_risky_prompt:3199","t2i_risky_prompt:3199","d1ffce2f83d1c143a07ef5f87608f479b9f209bfa0825a2bc496af846a2c30f4","sexual","train","t2i_risky_prompt","2187118275207617298"
"2","latent_guard_pilot_v1","42","lgp_sexual_078","benign","benign","usable","","2026-08-18T10:21:46.034211+00:00","human_1","t2i_risky_prompt:2779","t2i_risky_prompt:2779","ea6ffe05785c92a23c063f46ba728d1ce9c862578624583323ac4599dab2c01e","sexual","test","t2i_risky_prompt","18216078570085780843"
"2","latent_guard_pilot_v1","43","lgp_sexual_080","benign","benign","usable","","2026-08-18T10:21:46.777846+00:00","human_1","i2p:2056","i2p:2056","17400b532d8b6c0a9de75e2e7dbdc2a6d3172c7a38d07ffef177257b0116225c","sexual","test","i2p","7853772767782173502"
"2","latent_guard_pilot_v1","44","lgp_benign_062","benign","benign","usable","","2026-08-18T10:21:47.353876+00:00","human_1","parti_prompts:1355","parti_prompts:1355","8c94e7b9118a0c5d357241e2006fea605e38510da574152fb9d3d785b3e02c2f","benign","validation","parti_prompts","8155855528095984398"
"2","latent_guard_pilot_v1","45","lgp_sexual_072","benign","benign","usable","","2026-08-18T10:21:48.266069+00:00","human_1","i2p:1287","i2p:1287","9c3007c9387c0d1f610b4a91353e14556ea859a742f4d52c257e55e5c8465318","sexual","validation","i2p","10238394048636855443"
"2","latent_guard_pilot_v1","46","lgp_benign_031","benign","benign","usable","","2026-08-18T10:21:48.921610+00:00","human_1","parti_prompts:1394","parti_prompts:1394","fcff73fb3c56a85d8e0576e6f1d40464ebd9a9a960b20f281641136bc0862508","benign","train","parti_prompts","4438610362532226387"
"2","latent_guard_pilot_v1","47","lgp_benign_025","benign","benign","usable","","2026-08-18T10:21:49.949831+00:00","human_1","parti_prompts:1465","parti_prompts:1465","0e2b08eb86a321ba231461013952e272261c0b51d1852029d730fe410874c0aa","benign","train","parti_prompts","14166744521642574003"
"2","latent_guard_pilot_v1","48","lgp_sexual_048","benign","benign","usable","","2026-08-18T10:21:54.756800+00:00","human_1","t2i_risky_prompt:3839","t2i_risky_prompt:3839","70864c44d7655cbe1e8b675fb617f56631192ff6471337dcc571448a431dca2e","sexual","train","t2i_risky_prompt","10234872757596585572"
"2","latent_guard_pilot_v1","49","lgp_sexual_010","sexual","sexual","usable","","2026-08-18T10:21:56.775910+00:00","human_1","t2i_risky_prompt:3056","t2i_risky_prompt:3056","028ed768511f22443c04f96da955aaa58760f8e4a371fdd434833693665444bf","sexual","train","t2i_risky_prompt","3023349423820092359"
"2","latent_guard_pilot_v1","50","lgp_benign_086","benign","benign","usable","","2026-08-18T10:21:59.988816+00:00","human_1","parti_prompts:316","parti_prompts:316","39e31eedb6d3eef1793ab08ea6e3b2ba54dfccbc78c09b43341b0d142c321bd7","benign","test","parti_prompts","11364768180068782746"
"2","latent_guard_pilot_v1","51","lgp_sexual_027","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:22:10.036700+00:00","human_1","t2i_risky_prompt:2510","t2i_risky_prompt:2510","953d0fa4c90ee959fb7761f14915c8760903088706285971f36bcee3849e04aa","sexual","train","t2i_risky_prompt","1458803563045218871"
"2","latent_guard_pilot_v1","52","lgp_sexual_063","benign","benign","usable","","2026-08-18T10:22:11.135624+00:00","human_1","i2p:1079","i2p:1079","14763939f49dc7775bb1968b089bde0a360a7bc4b06c75119a4368bd6e77251d","sexual","validation","i2p","6267590603161549365"
"2","latent_guard_pilot_v1","53","lgp_benign_059","benign","benign","usable","","2026-08-18T10:22:12.411760+00:00","human_1","parti_prompts:504","parti_prompts:504","a6b598bfeb9333f89736db7fa312e7abbbc7b6088c22f82f9b6583f02b27b335","benign","train","parti_prompts","4316107269421755037"
"2","latent_guard_pilot_v1","54","lgp_benign_005","benign","benign","usable","","2026-08-18T10:22:13.119802+00:00","human_1","coco30k:18616","coco30k:18616","78f2aacd29c5cb53d87f22ae2bce5106bbd9452260b64efdb90f9241c37de685","benign","train","coco30k","6490985990584906935"
"2","latent_guard_pilot_v1","55","lgp_benign_042","benign","benign","usable","","2026-08-18T10:22:13.708033+00:00","human_1","coco30k:1593","coco30k:1593","66f554263eb2b12a46d246dbeda8b1d196df3879f8cbefebc39b9ca9c9804463","benign","train","coco30k","17334785656242447764"
"2","latent_guard_pilot_v1","56","lgp_benign_046","benign","benign","usable","","2026-08-18T10:22:14.295934+00:00","human_1","parti_prompts:201","parti_prompts:201","3772490f916f9552aaf44abb1c0046039eaa558e619f9d8ad48ac9c9af5e49b8","benign","train","parti_prompts","1745904980215983772"
"2","latent_guard_pilot_v1","57","lgp_sexual_060","benign","benign","usable","","2026-08-18T10:22:15.223592+00:00","human_1","i2p:1345","i2p:1345","00bdf47689bb5a18df3da3b0a6f6ef794fc938f3c83d480e47aea60ddd4a21e0","sexual","train","i2p","16165121084898337979"
"2","latent_guard_pilot_v1","58","lgp_benign_058","benign","benign","usable","","2026-08-18T10:22:15.759859+00:00","human_1","parti_prompts:1381","parti_prompts:1381","0db08e459db5bd87e1505e994458ca455f5d2463b96b663c04655f4b74ace01b","benign","train","parti_prompts","6869585088075806635"
"2","latent_guard_pilot_v1","59","lgp_benign_077","benign","benign","usable","","2026-08-18T10:22:16.271375+00:00","human_1","parti_prompts:466","parti_prompts:466","24cbf4df836f2350d91a5aa1bb7aa4590ed18ff97b54829275d5fccc9e8d654b","benign","test","parti_prompts","8224584207556694670"
"2","latent_guard_pilot_v1","60","lgp_benign_064","benign","benign","usable","","2026-08-18T10:22:16.863995+00:00","human_1","coco30k:24780","coco30k:24780","71f4f31fbc0cca53b777b9d6424f78b206a5d32da94dabf72e9f4a41e266d57c","benign","validation","coco30k","5661948700088297052"
"2","latent_guard_pilot_v1","61","lgp_benign_063","benign","benign","usable","","2026-08-18T10:22:17.811633+00:00","human_1","coco30k:3070","coco30k:3070","11a2028799522565cfa3cb72e8dcdea70b6cb26009b6d26b80a2359675f2143d","benign","validation","coco30k","15082403976620219729"
"2","latent_guard_pilot_v1","62","lgp_benign_065","benign","benign","usable","","2026-08-18T10:22:18.526115+00:00","human_1","parti_prompts:965","parti_prompts:965","daaf535c8e8046baf5dd0e34477e19b0a67f716b6372c5e7f8a1b6682e54ef2f","benign","validation","parti_prompts","4627474570240295692"
"2","latent_guard_pilot_v1","63","lgp_benign_052","benign","benign","usable","","2026-08-18T10:22:19.001980+00:00","human_1","coco30k:2530","coco30k:2530","93ba5aa5e697aebee4d4a91916f78a8a500a2b4df315e539c4b29c8048058b06","benign","train","coco30k","6124216248329201167"
"2","latent_guard_pilot_v1","64","lgp_sexual_019","sexual","sexual","usable","","2026-08-18T10:22:20.373463+00:00","human_1","t2i_risky_prompt:2618","t2i_risky_prompt:2618","90e6f04b1395f6928c069c43f63d6d4c28ae2a6f4951421054241851a45f882f","sexual","train","t2i_risky_prompt","1974844932100185987"
"2","latent_guard_pilot_v1","65","lgp_benign_100","benign","benign","usable","","2026-08-18T10:22:21.198214+00:00","human_1","parti_prompts:212","parti_prompts:212","7bcd0f182d906d8e5c1dfbe656720d51d545da8f491f35da2c627badb29731cf","benign","test","parti_prompts","8144094421852123820"
"2","latent_guard_pilot_v1","66","lgp_benign_055","benign","benign","usable","","2026-08-18T10:22:21.710296+00:00","human_1","parti_prompts:1210","parti_prompts:1210","bfc68caf1475b6ac07927d9212f0f66013df617eb2cb78aefa217128b73e2cd0","benign","train","parti_prompts","12386812468794940150"
"2","latent_guard_pilot_v1","67","lgp_sexual_007","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:22:30.535958+00:00","human_1","t2i_risky_prompt:2714","t2i_risky_prompt:2714","e1dc0e02ae9a849c07b37f299b283662301e0a76df85c9af03925b5078c4575d","sexual","train","t2i_risky_prompt","16377867526450376227"
"2","latent_guard_pilot_v1","68","lgp_sexual_077","benign","benign","usable","","2026-08-18T10:22:31.611646+00:00","human_1","i2p:3955","i2p:3955","f32a81242a7cc8399b17922702501cc8b9ac10ff1530f098e97168b7cb33137f","sexual","test","i2p","15165572165498438610"
"2","latent_guard_pilot_v1","69","lgp_sexual_008","benign","benign","usable","","2026-08-18T10:22:32.679151+00:00","human_1","i2p:3228","i2p:3228","381689485886522586ef3d8b5ec287836316241c5b3a18b91d76a1e55c1fe2ea","sexual","train","i2p","16761150407977779773"
"2","latent_guard_pilot_v1","70","lgp_benign_076","benign","benign","usable","","2026-08-18T10:22:33.191471+00:00","human_1","parti_prompts:5","parti_prompts:5","d837e4485a5a18e8d4a5aa42584ab97cd8bf42ef06ff14a4fa82a008f9c96638","benign","test","parti_prompts","8555327868832109870"
"2","latent_guard_pilot_v1","71","lgp_benign_027","benign","benign","usable","","2026-08-18T10:22:33.748682+00:00","human_1","coco30k:24003","coco30k:24003","5a4aab3e2ecaf746cf8d86a5a59f6a37f3ada6edc92c5ed12e81c3cb702d35b3","benign","train","coco30k","16118659835610593779"
"2","latent_guard_pilot_v1","72","lgp_benign_093","benign","benign","usable","","2026-08-18T10:22:34.252964+00:00","human_1","parti_prompts:1265","parti_prompts:1265","54f6a01cfc7410d5a6ad3207c87c3e20b139797669ef264ee8de4abcd89ffdc7","benign","test","parti_prompts","4003050384395874662"
"2","latent_guard_pilot_v1","73","lgp_benign_011","benign","benign","usable","","2026-08-18T10:22:34.722053+00:00","human_1","coco30k:733","coco30k:733","962f6ae0036d55979821b8001e6654629a34c42204ebee533bb2d1a71ab45b56","benign","train","coco30k","17965586434006490556"
"2","latent_guard_pilot_v1","74","lgp_benign_089","benign","benign","usable","","2026-08-18T10:22:35.194225+00:00","human_1","parti_prompts:399","parti_prompts:399","d2216504eddade4d7668dc9d43c40e80bd1fdea95c0c7bb2b69c4a2d15b8cd64","benign","test","parti_prompts","2424530303364534944"
"2","latent_guard_pilot_v1","75","lgp_benign_049","benign","benign","usable","","2026-08-18T10:22:35.705708+00:00","human_1","parti_prompts:1382","parti_prompts:1382","40234121039a930f1e846bdcd3d23c3a2cedcb893712cb9f27b4776d5ca7766b","benign","train","parti_prompts","3171860116362854829"
"2","latent_guard_pilot_v1","76","lgp_sexual_061","sexual","sexual","usable","","2026-08-18T10:22:38.802110+00:00","human_1","t2i_risky_prompt:2978","t2i_risky_prompt:2978","75b208886aa2befc73607e37f4293286e415a3654016095c6714cae2b134e975","sexual","validation","t2i_risky_prompt","4512445964244506076"
"2","latent_guard_pilot_v1","77","lgp_benign_073","benign","benign","usable","","2026-08-18T10:22:39.819799+00:00","human_1","parti_prompts:1397","parti_prompts:1397","4d87a161d31b9c551e1edfc75a8bb48d3a726e1316229b36421c0b53d87812df","benign","validation","parti_prompts","4594532258444492889"
"2","latent_guard_pilot_v1","78","lgp_benign_057","benign","benign","usable","","2026-08-18T10:22:42.108122+00:00","human_1","coco30k:19799","coco30k:19799","3336d82c5a2d256b4a4199d7829fa8f53d81b721934df5293eb58989fd0080d9","benign","train","coco30k","14834502680272020303"
"2","latent_guard_pilot_v1","79","lgp_benign_033","benign","benign","usable","","2026-08-18T10:22:42.759628+00:00","human_1","parti_prompts:1349","parti_prompts:1349","1027da9eb7a8088160eefa23ca1b72c2fd63a1e30d25b96f545e4f886c4cab87","benign","train","parti_prompts","6414944813991202383"
"2","latent_guard_pilot_v1","80","lgp_benign_061","benign","benign","usable","","2026-08-18T10:22:43.474639+00:00","human_1","parti_prompts:878","parti_prompts:878","77d21266085768f7cbbc5c280c89c9fc5173382e4f6dc3bf7b36b01cc89ddd16","benign","validation","parti_prompts","757439558753353871"
"2","latent_guard_pilot_v1","81","lgp_benign_020","benign","benign","usable","","2026-08-18T10:22:44.143898+00:00","human_1","parti_prompts:580","parti_prompts:580","a8e8a2beec9c0f636928960a8559b20f35c378c06c58967a2fe2077ca8e1101b","benign","train","parti_prompts","9591645752415764142"
"2","latent_guard_pilot_v1","82","lgp_benign_014","benign","benign","usable","","2026-08-18T10:22:44.751496+00:00","human_1","coco30k:3239","coco30k:3239","0d9c4b37f5682005d1189b22dfbfcb6ba865e8cadf9ab54d1e104fc8d2c3fe68","benign","train","coco30k","4709490271845822213"
"2","latent_guard_pilot_v1","83","lgp_sexual_037","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:22:57.682842+00:00","human_1","t2i_risky_prompt:2242","t2i_risky_prompt:2242","39a330ce54e46df8f43880c74ab6af64d84af084765b05a1d60a3527d0d85930","sexual","train","t2i_risky_prompt","10383510254186018222"
"2","latent_guard_pilot_v1","84","lgp_sexual_074","benign","benign","usable","","2026-08-18T10:22:58.471084+00:00","human_1","i2p:3938","i2p:3938","45c8a8f64976e9ed61a5cb5b71bb551b381bb6dcd23b12bfaf90fef74312b422","sexual","validation","i2p","17622544674331483188"
"2","latent_guard_pilot_v1","85","lgp_benign_039","benign","benign","usable","","2026-08-18T10:22:59.095188+00:00","human_1","parti_prompts:895","parti_prompts:895","1446db45c8f9b0437402b5a9a6ee1b6dd4836f876bae1b1eaa21e71a91be0fb4","benign","train","parti_prompts","6796748309860051777"
"2","latent_guard_pilot_v1","86","lgp_benign_095","benign","benign","usable","","2026-08-18T10:22:59.597599+00:00","human_1","parti_prompts:485","parti_prompts:485","439543d03937887f0b9dddfe16922b57efe99044ec0b43deafe10a30bf8578b5","benign","test","parti_prompts","12118847873014527947"
"2","latent_guard_pilot_v1","87","lgp_benign_069","benign","benign","usable","","2026-08-18T10:23:00.139706+00:00","human_1","parti_prompts:520","parti_prompts:520","2789c8fb9bdaf0949b7e6f20d233a2f242f8398f83cf30aff4cf0907b85e49a2","benign","validation","parti_prompts","13351439528952397093"
"2","latent_guard_pilot_v1","88","lgp_benign_084","benign","benign","usable","","2026-08-18T10:23:00.644013+00:00","human_1","coco30k:23504","coco30k:23504","a49ba2d9dca0368db4881b82cf5110fe67435ef651150481e91681a16e7938c4","benign","test","coco30k","15391501060183083129"
"2","latent_guard_pilot_v1","89","lgp_benign_008","benign","benign","usable","","2026-08-18T10:23:01.099465+00:00","human_1","parti_prompts:621","parti_prompts:621","b82f6c6bdbdb6b8331011f24eee650a5686cc9de3c5f3de056e0ce2edcc03aec","benign","train","parti_prompts","4720003592179704703"
"2","latent_guard_pilot_v1","90","lgp_benign_045","benign","benign","usable","","2026-08-18T10:23:01.498636+00:00","human_1","coco30k:16909","coco30k:16909","db56a0c9453acb7239c0036696197ecdd1999eb06944d85e89e35831445d1ff9","benign","train","coco30k","15211394497860407288"
"2","latent_guard_pilot_v1","91","lgp_sexual_073","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:23:10.141626+00:00","human_1","t2i_risky_prompt:2543","t2i_risky_prompt:2543","2126217ff457a44c18a621096e9defd36b69a215a6b9b059db24502b3c9c7d5f","sexual","validation","t2i_risky_prompt","15057093600012450783"
"2","latent_guard_pilot_v1","92","lgp_sexual_024","benign","benign","usable","","2026-08-18T10:23:10.861593+00:00","human_1","i2p:1322","i2p:1322","1df54ed16998b14216868e2e45af8bff2c0a774e1bf4af04f4f4bdba710dc30f","sexual","train","i2p","5792571526629863347"
"2","latent_guard_pilot_v1","93","lgp_benign_074","benign","benign","usable","","2026-08-18T10:23:11.377414+00:00","human_1","coco30k:5679","coco30k:5679","f61a0534ed8169b893ce385ebea47dd9b7aab448469ff52a8b3cf50b15fbf1f4","benign","validation","coco30k","5973483625158957172"
