schema_version,run_id,sample_id,violence_label,quality_label,reviewed_at_utc,reviewer,record_id,scenario_id,prompt_sha256,candidate_policy,split,source,seed
1,latent_guard_violence_expansion_v1,lgv_violence_030,violence,usable,2026-09-03T06:52:42.392272+00:00,human_1,t2i_risky_prompt:209,t2i_risky_prompt:209,305df316439804e81037221c58a19bc7a2037c235678f83596fe63dc84f23669,violence_gore,train,t2i_risky_prompt,12429031498701424779
1,latent_guard_violence_expansion_v1,lgv_violence_115,violence,usable,2026-09-03T06:52:43.332310+00:00,human_1,t2i_risky_prompt:2,t2i_risky_prompt:2,46bbd7fdffa01e83485fa5896010c6cc681a1cbc77ec33aafb7a0168ae273ecb,violence_gore,validation,t2i_risky_prompt,5229547037183673364
1,latent_guard_violence_expansion_v1,lgv_violence_073,non_violent,usable,2026-09-03T06:52:45.581595+00:00,human_1,i2p:1840,i2p:1840,faaacfeec70691231ac57a8ad386647feb1f68ee9a732838239ed88da1d3b784,violence_gore,train,i2p,3207544682385222658
1,latent_guard_violence_expansion_v1,lgv_violence_042,violence,usable,2026-09-03T06:52:46.893707+00:00,human_1,t2i_risky_prompt:4192,t2i_risky_prompt:4192,e974169eaa6586ea226ac0f58b2c85e81e0be70db65bde58eddf45e50f47f02b,violence_gore,train,t2i_risky_prompt,14521122006152736294
1,latent_guard_violence_expansion_v1,lgv_violence_077,violence,usable,2026-09-03T06:52:47.704301+00:00,human_1,t2i_risky_prompt:4030,t2i_risky_prompt:4030,ea44e9ee2bcf6a2fad78a9c5589c6ceb786aa67191313354648055b212f351e1,violence_gore,train,t2i_risky_prompt,16053858513412969357
1,latent_guard_violence_expansion_v1,lgv_violence_120,violence,usable,2026-09-03T06:52:52.764565+00:00,human_1,i2p:1990,i2p:1990,38fc9f4eeb2644c6a91d768c7276f0236af5ad869e602fa8c9ce8160e7c1b3fe,violence_gore,validation,i2p,17500422674986610034
1,latent_guard_violence_expansion_v1,lgv_violence_013,violence,usable,2026-09-03T06:52:54.256914+00:00,human_1,t2i_risky_prompt:132,t2i_risky_prompt:132,10f18b593464517b30e571f6928949678da5be9b684b26cf1f692a674acccdd4,violence_gore,train,t2i_risky_prompt,7015938726845637775
1,latent_guard_violence_expansion_v1,lgv_violence_056,violence,usable,2026-09-03T06:52:55.311067+00:00,human_1,t2i_risky_prompt:3994,t2i_risky_prompt:3994,eed37b1f2970e1ad34738f010cff34f61fcec429b330c3ebcf0e4bd544c05f7f,violence_gore,train,t2i_risky_prompt,17631017898232425940
1,latent_guard_violence_expansion_v1,lgv_hard_benign_005,non_violent,usable,2026-09-03T06:52:58.017597+00:00,human_1,coco30k:29816,coco30k:29816,c419d18d2bfe4faeaa5a42faf219649f8274f1bf4d4ea4a1e105fd0d2f42f039,hard_benign,train,coco30k,648447532379440930
1,latent_guard_violence_expansion_v1,lgv_violence_023,non_violent,usable,2026-09-03T06:52:59.211302+00:00,human_1,i2p:4404,i2p:4404,621a920912cf7fad13c25a9a9b7d50cc8bdef22d00c94e8afb909b7498b90079,violence_gore,train,i2p,6958722004272934027
1,latent_guard_violence_expansion_v1,lgv_violence_055,violence,usable,2026-09-03T06:53:00.411590+00:00,human_1,t2i_risky_prompt:3891,t2i_risky_prompt:3891,87b3e9cd0d0b6720af9bfe70ddecda4792752943207b1e7308eb692a4899e951,violence_gore,train,t2i_risky_prompt,4405686050676075561
1,latent_guard_violence_expansion_v1,lgv_violence_114,violence,usable,2026-09-03T06:53:01.613647+00:00,human_1,t2i_risky_prompt:4358,t2i_risky_prompt:4358,2cb7ad544143859e01ac4db0904aeed4ab5a3d559235d465820df117305aae8f,violence_gore,validation,t2i_risky_prompt,10243203031327351892
1,latent_guard_violence_expansion_v1,lgv_violence_008,non_violent,usable,2026-09-03T06:53:02.971401+00:00,human_1,i2p:2966,i2p:2966,6a38f724e11362346c783da8c530018ee3b9d39d43e98b1cb4a0d39f59b0fe74,violence_gore,train,i2p,14126540308691739279
1,latent_guard_violence_expansion_v1,lgv_violence_065,violence,usable,2026-09-03T06:53:04.721724+00:00,human_1,i2p:1471,i2p:1471,2c0374c1aedb47654244aad4c4046ecfbd9d2eea7aa15458e3a46f6f46a96254,violence_gore,train,i2p,9191614071497539711
1,latent_guard_violence_expansion_v1,lgv_hard_benign_004,non_violent,usable,2026-09-03T06:53:05.862142+00:00,human_1,parti_prompts:273,parti_prompts:273,c6123b23ae7fe16d68238d4015a5902af5c3a0e335d509b75b3708bca1335e25,hard_benign,train,parti_prompts,17629179962847940097
1,latent_guard_violence_expansion_v1,lgv_violence_011,violence,usable,2026-09-03T06:53:07.027491+00:00,human_1,t2i_risky_prompt:252,t2i_risky_prompt:252,7f8faedea8a92ea21953e756a2270081909d94df8954836df42e32e129ff1fd1,violence_gore,train,t2i_risky_prompt,5277047116429720550
1,latent_guard_violence_expansion_v1,lgv_violence_097,non_violent,usable,2026-09-03T06:53:08.218589+00:00,human_1,i2p:2378,i2p:2378,1aa6a985c7f15851e6a8cbf79dc88df5e599add51230affab2c55c8ddc5c80f8,violence_gore,validation,i2p,14862912157448145103
1,latent_guard_violence_expansion_v1,lgv_violence_096,violence,usable,2026-09-03T06:53:09.970208+00:00,human_1,t2i_risky_prompt:3960,t2i_risky_prompt:3960,057cbcaade64342e6fbc9bc82b42d074b46a79dae9b4e19b650ff3e72510ac6f,violence_gore,train,t2i_risky_prompt,6027842140592595299
1,latent_guard_violence_expansion_v1,lgv_violence_025,violence,usable,2026-09-03T06:53:10.818264+00:00,human_1,t2i_risky_prompt:245,t2i_risky_prompt:245,e66d9c8af18fa84a5434f13469f17f6ab17b2968b4e7dc7f94afeb209c06eca5,violence_gore,train,t2i_risky_prompt,1187554242784777411
1,latent_guard_violence_expansion_v1,lgv_violence_038,violence,usable,2026-09-03T06:53:11.801592+00:00,human_1,t2i_risky_prompt:312,t2i_risky_prompt:312,6dc6ac2fa327cd4bd562f4cbc6f0ad429c9cdb80a7d4390cd5b6ba593757b509,violence_gore,train,t2i_risky_prompt,13247654552375385396
1,latent_guard_violence_expansion_v1,lgv_violence_059,non_violent,usable,2026-09-03T06:53:13.777880+00:00,human_1,i2p:342,i2p:342,0010f9143a154b361971342151bee075bb6e1912ec364de5ce64c4a044e0ff92,violence_gore,train,i2p,1045401972054117947
1,latent_guard_violence_expansion_v1,lgv_violence_086,violence,usable,2026-09-03T06:53:14.854273+00:00,human_1,i2p:1005,i2p:1005,69fa4868dac976fb97f6f5b93226bf73dbd7d5f0d1de0a65d79352faf978fccb,violence_gore,train,i2p,705019893751638540
1,latent_guard_violence_expansion_v1,lgv_violence_040,non_violent,usable,2026-09-03T06:53:17.137575+00:00,human_1,i2p:624,i2p:624,e3ba4da9d4dbed3ab2890566d3beaaf0802b103cc18557cd8649d12eb37ed719,violence_gore,train,i2p,6497163161658497418
1,latent_guard_violence_expansion_v1,lgv_violence_033,violence,usable,2026-09-03T06:53:19.348288+00:00,human_1,i2p:248,i2p:248,19d28303c36498593209fd61302a7b01829274266d349f678586c33e3116f6f5,violence_gore,train,i2p,11044747909325128625
1,latent_guard_violence_expansion_v1,lgv_violence_094,non_violent,usable,2026-09-03T06:53:21.512576+00:00,human_1,i2p:521,i2p:521,2a8b74cb52df306f02a6e5e28f3d749d3ac00626ea998d02052f0a7fab320e75,violence_gore,train,i2p,1564037301853622651
1,latent_guard_violence_expansion_v1,lgv_hard_benign_006,non_violent,usable,2026-09-03T06:53:22.922259+00:00,human_1,parti_prompts:413,parti_prompts:413,3af22b53576cc6875dfde4e76531591e22239836288462b1fe583dea4be6862a,hard_benign,train,parti_prompts,8359777338099340673
1,latent_guard_violence_expansion_v1,lgv_violence_060,violence,usable,2026-09-03T06:53:24.369875+00:00,human_1,t2i_risky_prompt:3894,t2i_risky_prompt:3894,4f71e4de70045594b24fb0188607b0978d0ae2e2e4ff44ff6336b07c52e6d7af,violence_gore,train,t2i_risky_prompt,8364081596789623666
1,latent_guard_violence_expansion_v1,lgv_violence_068,non_violent,usable,2026-09-03T06:53:25.591101+00:00,human_1,i2p:70,i2p:70,f69b06fc3166d764d45c1a9ad541ece3057eec528939e6a0de55054e136fb727,violence_gore,train,i2p,4469412201980583454
1,latent_guard_violence_expansion_v1,lgv_violence_049,violence,usable,2026-09-03T06:53:26.825260+00:00,human_1,t2i_risky_prompt:131,t2i_risky_prompt:131,d6de473da637f1eb2ca420df8506e0e739cac74ff7dc8e8d526ffeffc7ffb8a5,violence_gore,train,t2i_risky_prompt,4312937276621248172
1,latent_guard_violence_expansion_v1,lgv_hard_benign_001,non_violent,usable,2026-09-03T06:53:27.708628+00:00,human_1,parti_prompts:1400,parti_prompts:1400,efdb0719fd4514f3243861ae9efc9335f81c0d21833407a947c88fb2cda26a0d,hard_benign,train,parti_prompts,10530145112894818371
1,latent_guard_violence_expansion_v1,lgv_violence_106,non_violent,usable,2026-09-03T06:53:28.965822+00:00,human_1,i2p:117,i2p:117,027d1a8e51f9dc0727a826b3a222c075f7b98b650493fdc5487dbd2f234e23fe,violence_gore,validation,i2p,18004089767047349399
1,latent_guard_violence_expansion_v1,lgv_violence_081,violence,usable,2026-09-03T06:53:30.118427+00:00,human_1,t2i_risky_prompt:4345,t2i_risky_prompt:4345,3668a9fe2bb622c630993a93eb4794b81f87670623f19b361e64f11aa35fc5b5,violence_gore,train,t2i_risky_prompt,12198335201360464720
1,latent_guard_violence_expansion_v1,lgv_violence_117,uncertain,usable,2026-09-03T06:53:36.976072+00:00,human_1,i2p:711,i2p:711,93f0457878b908a34f14438be35c13eab5a572d90f2971bb953c0f27a4078ff0,violence_gore,validation,i2p,385577552777030972
1,latent_guard_violence_expansion_v1,lgv_violence_107,violence,usable,2026-09-03T06:53:40.539126+00:00,human_1,t2i_risky_prompt:3763,t2i_risky_prompt:3763,f3c7f5776a55b7c7da9dbf0d437960a8e762379b2bfa98341292abb71b89571d,violence_gore,validation,t2i_risky_prompt,138946057696330476
1,latent_guard_violence_expansion_v1,lgv_violence_084,violence,usable,2026-09-03T06:53:41.600327+00:00,human_1,t2i_risky_prompt:4093,t2i_risky_prompt:4093,712f15d9a385b8a1cb39cb3a8b386e00fe399ca4cedf65a8bac297de322aa527,violence_gore,train,t2i_risky_prompt,4886158108559716619
1,latent_guard_violence_expansion_v1,lgv_violence_090,non_violent,usable,2026-09-03T06:53:43.120071+00:00,human_1,i2p:408,i2p:408,1ac7e2d825a6d8e015a61d6491f5eebd3b043927ec6bd19fa46fce0024989444,violence_gore,train,i2p,7966117490042366004
1,latent_guard_violence_expansion_v1,lgv_violence_074,non_violent,usable,2026-09-03T06:53:44.540196+00:00,human_1,i2p:4417,i2p:4417,ae9d26ca6d6b50171561c33f3577177ebcbe31faf91dc4bbb4f8dd5631d23bc6,violence_gore,train,i2p,2643693171648326050
1,latent_guard_violence_expansion_v1,lgv_violence_116,non_violent,usable,2026-09-03T06:53:45.430185+00:00,human_1,i2p:2787,i2p:2787,7e9bbdbd730269d9c5d4f4c4b57720403cdeca2b30e22ec6fa8f092dc94792a4,violence_gore,validation,i2p,1288680558996892865
1,latent_guard_violence_expansion_v1,lgv_violence_034,violence,usable,2026-09-03T06:53:46.596904+00:00,human_1,t2i_risky_prompt:4197,t2i_risky_prompt:4197,cae3d72ee01e2090bf224c4b10d3035665b8d096b90b43e822b579827f871376,violence_gore,train,t2i_risky_prompt,7790231191411162609
1,latent_guard_violence_expansion_v1,lgv_violence_119,violence,usable,2026-09-03T06:53:47.652191+00:00,human_1,t2i_risky_prompt:4357,t2i_risky_prompt:4357,f2684c93671b10a80a092509b8e701802d7c563af9bcada4c8e26d72effb34eb,violence_gore,validation,t2i_risky_prompt,6214093141201741374
1,latent_guard_violence_expansion_v1,lgv_violence_108,violence,usable,2026-09-03T06:53:49.399780+00:00,human_1,i2p:4004,i2p:4004,125a58dae6110a31a12c545256b1627dfb2065b121669317765e6fe15e598b4c,violence_gore,validation,i2p,2113181259520508830
1,latent_guard_violence_expansion_v1,lgv_violence_062,non_violent,usable,2026-09-03T06:53:50.615352+00:00,human_1,i2p:2452,i2p:2452,bac9828f2a3757cdc0fe14080e7614b505938e77a914b94354750c3b975fd785,violence_gore,train,i2p,16080333378849038264
1,latent_guard_violence_expansion_v1,lgv_violence_045,non_violent,usable,2026-09-03T06:53:51.711453+00:00,human_1,i2p:1887,i2p:1887,b313f584bbb7b96fdc52c606c465d81bcb9dbfdce2af7afbc48f54e0654ee2af,violence_gore,train,i2p,1449948756801263074
1,latent_guard_violence_expansion_v1,lgv_hard_benign_007,non_violent,usable,2026-09-03T06:53:53.238054+00:00,human_1,parti_prompts:1560,parti_prompts:1560,fddc1c90083941b231c4e608ed634cdb6992b13e15a16652182d05b811d72b56,hard_benign,train,parti_prompts,5017340644556870421
1,latent_guard_violence_expansion_v1,lgv_violence_082,violence,usable,2026-09-03T06:53:54.549753+00:00,human_1,t2i_risky_prompt:3826,t2i_risky_prompt:3826,45f5662ba1df407786643cdb7afe0fdedb04cb572347b5988529819fd50527a4,violence_gore,train,t2i_risky_prompt,5079226390943380805
1,latent_guard_violence_expansion_v1,lgv_violence_070,violence,usable,2026-09-03T06:53:55.468220+00:00,human_1,t2i_risky_prompt:4216,t2i_risky_prompt:4216,9b77939a848b913ee7fb433d0c4565da2e5be602cf2eefea849ef0a64911ed47,violence_gore,train,t2i_risky_prompt,17470882522776949248
1,latent_guard_violence_expansion_v1,lgv_violence_009,non_violent,usable,2026-09-03T06:53:56.952191+00:00,human_1,i2p:895,i2p:895,b65a1252b12de9161f92bee6b1aec88b6bf67738dd90c3cef8acf11ecdc694a0,violence_gore,train,i2p,264066832859074234
1,latent_guard_violence_expansion_v1,lgv_violence_004,violence,usable,2026-09-03T06:53:57.946813+00:00,human_1,t2i_risky_prompt:162,t2i_risky_prompt:162,4c1828669b3d65af8d0e36f15a840536a887059b929800ae88341100450351c7,violence_gore,train,t2i_risky_prompt,1711167696660628323
1,latent_guard_violence_expansion_v1,lgv_violence_054,violence,usable,2026-09-03T06:53:59.616956+00:00,human_1,i2p:120,i2p:120,603e4d9dfd958bd5fd2dfc3b4cf97e0d9532b6dfdea64fe8ae907454b11a39a9,violence_gore,train,i2p,13405944733941168288
1,latent_guard_violence_expansion_v1,lgv_violence_095,violence,usable,2026-09-03T06:54:00.721917+00:00,human_1,t2i_risky_prompt:3571,t2i_risky_prompt:3571,16baae98ac55df3c540f1d4168fcfdebbc9ca60430a0d88149f2482fd4e150e3,violence_gore,train,t2i_risky_prompt,15950717421686922671
1,latent_guard_violence_expansion_v1,lgv_violence_003,non_violent,usable,2026-09-03T06:54:03.040714+00:00,human_1,i2p:2442,i2p:2442,892e83294d5caf3d7a6112929cb305b9b5af9eb955363524f2184cd1525618cd,violence_gore,train,i2p,9894884518189629377
1,latent_guard_violence_expansion_v1,lgv_violence_098,non_violent,usable,2026-09-03T06:54:05.303400+00:00,human_1,i2p:651,i2p:651,dcc63f4054b968e52d360731b9bbc3794640809aaa40362728cade5f73c59911,violence_gore,validation,i2p,6508973125380579075
1,latent_guard_violence_expansion_v1,lgv_violence_064,non_violent,usable,2026-09-03T06:54:07.615742+00:00,human_1,i2p:3074,i2p:3074,7b53e1fdff58454a9f17b0a35f04dd35d166744bcaf0c4a306223bf316c00d30,violence_gore,train,i2p,13070823098319385148
1,latent_guard_violence_expansion_v1,lgv_hard_benign_002,non_violent,usable,2026-09-03T06:54:08.527190+00:00,human_1,coco30k:21038,coco30k:21038,910d718c12c1c7f6e7a20dd50293addafc07768a817b4f3003451a98d8ad1922,hard_benign,train,coco30k,2230848902713390883
1,latent_guard_violence_expansion_v1,lgv_violence_071,violence,usable,2026-09-03T06:54:10.334991+00:00,human_1,i2p:333,i2p:333,c7863cecd841d5976f0f2f925406b08c47381c7304b4e9b044fc9d1b5edea8b1,violence_gore,train,i2p,11376348859845336248
1,latent_guard_violence_expansion_v1,lgv_hard_benign_012,non_violent,usable,2026-09-03T06:54:11.867602+00:00,human_1,parti_prompts:514,parti_prompts:514,a4ac936d1130e477ece9b6c4b6b01595498461e7ef97783128067cf3cbd7f113,hard_benign,train,parti_prompts,8786225243298434349
1,latent_guard_violence_expansion_v1,lgv_violence_029,violence,usable,2026-09-03T06:54:13.282021+00:00,human_1,t2i_risky_prompt:226,t2i_risky_prompt:226,1e9c525b1e6b676743f2e90a5800833fe9e344ae6ded7bc6eeab22c58e22c716,violence_gore,train,t2i_risky_prompt,13647541848075887635
1,latent_guard_violence_expansion_v1,lgv_hard_benign_009,non_violent,usable,2026-09-03T06:54:14.329561+00:00,human_1,parti_prompts:422,parti_prompts:422,2a507cafc85a734c0b1b9f90a248d4b1da78768bb4fba711471ed635d6319570,hard_benign,train,parti_prompts,15366021734171451521
1,latent_guard_violence_expansion_v1,lgv_violence_047,violence,usable,2026-09-03T06:54:15.463291+00:00,human_1,t2i_risky_prompt:154,t2i_risky_prompt:154,38a0257ea695daf62d72c29c6c5f458d6f2785eaca888715ab090be9d4ec3ecf,violence_gore,train,t2i_risky_prompt,3232276521955012771
1,latent_guard_violence_expansion_v1,lgv_violence_088,violence,usable,2026-09-03T06:54:16.796115+00:00,human_1,t2i_risky_prompt:405,t2i_risky_prompt:405,cc51df4cb838f1d8e1ff3de1412306c6b0d91dec0cd0c8160adbe310d6fd4158,violence_gore,train,t2i_risky_prompt,1266745561263843105
1,latent_guard_violence_expansion_v1,lgv_violence_093,non_violent,usable,2026-09-03T06:54:17.921481+00:00,human_1,i2p:6,i2p:6,1a237ebcd37b0c03f477f74e0bd1916d7185df4879fd6d56ab72f23659de7f40,violence_gore,train,i2p,6042546372526477413
1,latent_guard_violence_expansion_v1,lgv_violence_014,violence,usable,2026-09-03T06:54:19.252662+00:00,human_1,t2i_risky_prompt:4002,t2i_risky_prompt:4002,04ba4a972b685215dcd015590e118efc1c3bb094d75234340e3d7fcdd1d1ab87,violence_gore,train,t2i_risky_prompt,1697224115066109885
1,latent_guard_violence_expansion_v1,lgv_violence_028,violence,usable,2026-09-03T06:54:20.549694+00:00,human_1,t2i_risky_prompt:4304,t2i_risky_prompt:4304,caee28f15c7711945424b60ad46319e58d8ed0f977850be0d424f352798d0b81,violence_gore,train,t2i_risky_prompt,53755085593398760
1,latent_guard_violence_expansion_v1,lgv_violence_058,non_violent,usable,2026-09-03T06:54:21.771650+00:00,human_1,i2p:325,i2p:325,74c1157a3cd2b621f9fd640e16e700642fdc1494701eee271cc474e3ce674c0e,violence_gore,train,i2p,8240083167558675508
1,latent_guard_violence_expansion_v1,lgv_violence_101,violence,usable,2026-09-03T06:54:23.206983+00:00,human_1,t2i_risky_prompt:164,t2i_risky_prompt:164,2e227162b3d20fc5519d90918502ab12006726f68367f0c17ef1a15fb5d3fbf8,violence_gore,validation,t2i_risky_prompt,15571337156802138659
1,latent_guard_violence_expansion_v1,lgv_violence_102,violence,usable,2026-09-03T06:54:24.436043+00:00,human_1,i2p:3079,i2p:3079,aad69430b58e32d6a4f9b40823bb14051a060a068e2018df3b86511656db8738,violence_gore,validation,i2p,2703986760926533231
1,latent_guard_violence_expansion_v1,lgv_hard_benign_010,non_violent,usable,2026-09-03T06:54:25.650695+00:00,human_1,parti_prompts:1574,parti_prompts:1574,3f5a1ce0c1ac7b4adaef1ab3d95c2e5c20bd995ea72f2e49cc541a7b8efc3f44,hard_benign,train,parti_prompts,6945007612488324997
1,latent_guard_violence_expansion_v1,lgv_violence_032,non_violent,usable,2026-09-03T06:54:27.967387+00:00,human_1,i2p:212,i2p:212,c6b331cbdde660ac4cc630e56faa99ac99ebfbcec3ce4a794421c44c58f6321d,violence_gore,train,i2p,11154898297269719028
1,latent_guard_violence_expansion_v1,lgv_violence_041,violence,usable,2026-09-03T06:54:30.041082+00:00,human_1,t2i_risky_prompt:3468,t2i_risky_prompt:3468,90d02635727ba7f5850d7d65d455d7509de65b7fbbf80b23edbcbda541b4af48,violence_gore,train,t2i_risky_prompt,11994947404601775702
1,latent_guard_violence_expansion_v1,lgv_violence_048,violence,usable,2026-09-03T06:54:31.855379+00:00,human_1,t2i_risky_prompt:4054,t2i_risky_prompt:4054,da0bf28f0938794d1f011240a6588310ee5b1e231a1ca476a2aa736e50d67202,violence_gore,train,t2i_risky_prompt,4192947686942833534
1,latent_guard_violence_expansion_v1,lgv_violence_012,violence,usable,2026-09-03T06:54:32.695746+00:00,human_1,t2i_risky_prompt:4389,t2i_risky_prompt:4389,4803232f3d06abd06ba9fdb20808fc03207f4bc48b11ed5b50a5d4bfd269a27d,violence_gore,train,t2i_risky_prompt,2620755091035795764
1,latent_guard_violence_expansion_v1,lgv_violence_069,non_violent,usable,2026-09-03T06:54:34.026350+00:00,human_1,i2p:2909,i2p:2909,71b7432a1079687be81608ae3c2de75102065d9f43546ca4f187927eacbd138b,violence_gore,train,i2p,9974441883114468268
1,latent_guard_violence_expansion_v1,lgv_violence_105,violence,usable,2026-09-03T06:54:35.372280+00:00,human_1,t2i_risky_prompt:3940,t2i_risky_prompt:3940,4af642bcdfc2705f31164201ad2ed8813673231f1e5b47d5b80a081cbf51c838,violence_gore,validation,t2i_risky_prompt,18208404868897636757
1,latent_guard_violence_expansion_v1,lgv_violence_005,violence,usable,2026-09-03T06:54:36.668485+00:00,human_1,t2i_risky_prompt:28,t2i_risky_prompt:28,08bf48368e2f0dfb1117d252d6562b66cf20f62ed2604faec20bd6d1a20135f3,violence_gore,train,t2i_risky_prompt,6058047036254789794
1,latent_guard_violence_expansion_v1,lgv_violence_103,violence,usable,2026-09-03T06:54:37.973789+00:00,human_1,t2i_risky_prompt:78,t2i_risky_prompt:78,ba2c9e9f57a4869dba343cb23206a2de4b2100e44992894c5205b22598084b84,violence_gore,validation,t2i_risky_prompt,4518540135844583945
